node,phi_m_rad,shadow_e_rad,active_e_rad,reference_e_rad,valid,update_hits,effective_weight,innovation_variance
52,5.10508806208341,-0.316686062199407,-0.308832661271096,-0.310254659434933,1,6117,3142.42520537896,6.15845591754136e-08
53,5.20326283250809,-0.30348812436931,-0.296754754651696,-0.298101485495759,1,5910,2934.55021518232,5.81354270885026e-08
54,5.30143760293278,-0.286581304874557,-0.280809742663974,-0.280835319053602,1,5243,2691.48368587766,5.88022820331007e-08
55,5.39961237335746,-0.263427753104579,-0.257787098153469,-0.257632337500456,1,4750,2438.96465774539,5.60144691700219e-08
56,5.49778714378214,-0.234306128517239,-0.2295435283605,-0.229213712208644,1,4299,2207.9162486504,5.17868759073316e-08
57,5.59596191420682,-0.204484844158312,-0.199918894406577,-0.197751316831481,1,3928,2018.11553160597,4.66242727317124e-08
58,5.6941366846315,-0.165768350732652,-0.163276269418974,-0.161263216830106,1,3621,1860.57280053659,4.09818677322074e-08
59,5.79231145505618,-0.12686057113271,-0.124846151143854,-0.122499591109464,1,3494,1744.13565154396,3.44346137630921e-08
60,5.89048622548086,-0.0872483601848724,-0.0860156876935422,-0.082708616153086,1,3232,1661.42647912187,3.11545041048952e-08
61,5.98866099590554,-0.0451817660992331,-0.0455601862220538,-0.0415538058835246,1,3133,1609.65371100669,2.88688153846652e-08
62,6.08683576633022,-0.0061846379660594,-0.00569548387326369,-0.00125425510135423,1,3087,1586.16804496091,2.7997473303325e-08
63,6.18501053675491,0.0341954959738933,0.0337771521094123,0.0389374892311693,1,3094,1591.4924402255,2.8965380020622e-08
